FullDate, Year, Month, DATE, Acrodictys, Agrocybe, Algae, Alternaria, Arthimium, Ascomycetes, Asperisporium, Basidiomycetes, Beltrania, Botrytis, Cercospora, Cladosporium, Curvularia, *D. conidia/hyphae, Dendryphiella, Drechslera/Helmintho., Dichotomophthora, Diplococcum, Epicoccum, Fusariella, Ganoderma, Helicomina, Microsporum, Misc. Fungus (Hyaline), Monodictys, Myxomycete/Smut, Nigrospora, Penicillium/Aspergillus, Periconia, Pestalotiopsis, Pithomyces, Powdery Mildew, Pseudocercospora, Puccinia, Rust, Spegazinia, Stemphyllium, Tetrapola, Tilletia, Torula
4/2/2014,2014,4,2, NA, NA, NA,30, NA,471, NA,273, NA, NA, NA,856,8, NA, NA,16, NA, NA,16, NA, NA, NA, NA, NA, NA,92, NA, NA, NA, NA, NA,6, NA, NA,10, NA, NA, NA, NA,4
4/3/2014,2014,4,3, NA, NA,48,36, NA,650, NA,214, NA, NA, NA,805,4, NA, NA,20, NA, NA, NA, NA, NA, NA, NA, NA, NA,40, NA,51,4, NA, NA,6, NA, NA,8, NA, NA, NA, NA, NA
4/4/2014,2014,4,4, NA, NA,8,16, NA,1259, NA,265, NA, NA,30,1180, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA,48,8, NA,10, NA, NA, NA, NA, NA,4, NA, NA, NA, NA,6
4/7/2014,2014,4,7, NA, NA,8,6, NA,3655, NA,137, NA, NA,4,1304, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA,60, NA,85, NA, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA
4/8/2014,2014,4,8, NA, NA,8,56, NA,650, NA,87, NA, NA,60,1178, NA, NA, NA,16, NA, NA,16, NA, NA, NA, NA, NA, NA,42, NA, NA,12, NA,4, NA, NA, NA,18, NA,10, NA, NA, NA
4/9/2014,2014,4,9, NA, NA, NA,129, NA,593, NA,70, NA, NA,48,1405,16, NA, NA,12, NA, NA,28, NA, NA, NA, NA, NA, NA,60, NA, NA,16, NA, NA,4, NA, NA,18, NA, NA, NA, NA,20
4/10/2014,2014,4,10, NA, NA, NA,80, NA,469, NA,76, NA, NA,28,1243,8, NA, NA,20, NA, NA,38, NA, NA, NA, NA, NA, NA,93, NA, NA,10, NA, NA, NA, NA, NA,8,4, NA, NA, NA,24
4/11/2014,2014,4,11, NA, NA,120,40, NA,605, NA,182, NA, NA,4,1543, NA, NA, NA,6, NA, NA,10, NA, NA, NA, NA, NA, NA,30, NA, NA,6, NA, NA, NA, NA, NA,8, NA, NA, NA, NA,26
4/14/2014,2014,4,14, NA, NA,12,32, NA,1277, NA,253, NA, NA,12,1628, NA, NA, NA, NA, NA, NA,8, NA, NA, NA, NA, NA, NA,68, NA, NA,4, NA, NA,10, NA, NA,14,4, NA, NA, NA, NA
4/15/2014,2014,4,15, NA, NA, NA,56, NA,1010, NA,194, NA, NA,24,1885,4, NA, NA,4, NA, NA,8, NA, NA, NA, NA, NA, NA,174, NA,38,4, NA, NA, NA, NA, NA,6, NA, NA, NA, NA, NA
4/16/2014,2014,4,16, NA, NA,162,36, NA,2814, NA,127, NA, NA,4,1399, NA, NA, NA,16, NA, NA,6, NA, NA, NA, NA, NA, NA,52,8,170, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA,2
4/17/2014,2014,4,17, NA, NA,24,16, NA,2389, NA,56, NA, NA, NA,1460, NA, NA, NA,12, NA, NA,22, NA, NA, NA, NA, NA, NA,145, NA, NA, NA, NA, NA,4, NA, NA,8,4, NA, NA, NA, NA
4/18/2014,2014,4,18, NA, NA,14,12, NA,1599, NA,164, NA, NA,8,1277, NA, NA, NA,4, NA, NA,14, NA, NA, NA, NA, NA, NA,40, NA, NA,4, NA, NA, NA, NA, NA,8, NA, NA, NA, NA,6
4/21/2014,2014,4,21, NA, NA,8,36, NA,838, NA,279, NA, NA,16,4252,12, NA, NA,40, NA, NA,40, NA, NA, NA, NA, NA, NA,78,10, NA, NA, NA, NA,8, NA, NA,28, NA, NA, NA, NA, NA
4/22/2014,2014,4,22, NA, NA, NA,187, NA,648, NA,488, NA, NA,68,4477,8, NA, NA,46, NA, NA,145, NA, NA, NA, NA, NA, NA,115,12, NA,4, NA,4,6, NA, NA,32,4,2, NA, NA,12
4/23/2014,2014,4,23, NA, NA,162,178, NA,569, NA,451, NA, NA,55,4738,8, NA, NA,38, NA, NA,91, NA, NA, NA, NA, NA, NA,113, NA, NA,6, NA,6,6, NA, NA,10, NA, NA, NA, NA, NA
4/24/2014,2014,4,24, NA, NA, NA,153, NA,619, NA,376, NA, NA,78,4857,8, NA, NA,30, NA, NA,38, NA, NA, NA, NA, NA, NA,139, NA, NA,14, NA,4,20, NA, NA,8, NA, NA, NA, NA,12
4/25/2014,2014,4,25, NA, NA,42,116, NA,522, NA,402, NA, NA,62,4962,4, NA, NA,12, NA, NA,44, NA, NA, NA, NA, NA, NA,108, NA, NA,10, NA,2, NA, NA, NA,4, NA,16, NA, NA,6
4/28/2014,2014,4,28, NA, NA,120,105, NA,413, NA,396, NA, NA,24,4333,6, NA, NA,20, NA, NA,32, NA, NA, NA, NA, NA, NA,159, NA, NA,6, NA,4,14, NA, NA,30, NA,6, NA, NA,34
4/29/2014,2014,4,29, NA, NA,24,103, NA,437, NA,157, NA, NA,12,3839,8, NA, NA,16, NA, NA,38, NA, NA, NA, NA, NA, NA,97,10, NA,14, NA,4,2, NA, NA,18,4, NA, NA, NA, NA
4/30/2014,2014,4,30, NA, NA,24,374, NA,654, NA,218, NA, NA,24,6862,8, NA, NA,62, NA, NA,60, NA, NA, NA, NA, NA, NA,147, NA, NA, NA, NA,2, NA, NA, NA,6,6, NA, NA, NA,8
3/3/2014,2014,3,3, NA, NA,8,4, NA,762, NA,262, NA, NA,30,628, NA, NA, NA, NA, NA, NA,22, NA, NA, NA, NA, NA, NA,126, NA, NA, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA,6
3/4/2014,2014,3,4, NA, NA,28, NA, NA,346, NA,88, NA, NA, NA,200, NA, NA, NA, NA, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA,18, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
3/5/2014,2014,3,5, NA, NA, NA, NA, NA,1580, NA,176, NA, NA,18,394, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,2,156, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
3/6/2014,2014,3,6, NA, NA, NA,6, NA,1604, NA,244, NA, NA, NA,786, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,8,43, NA, NA, NA, NA, NA, NA,2, NA,34, NA, NA, NA
3/7/2014,2014,3,7, NA, NA,8,42, NA,1020, NA,304, NA, NA,30,583, NA, NA, NA,10, NA, NA,16, NA, NA, NA, NA, NA, NA, NA,12,346, NA, NA, NA,4, NA, NA,4, NA, NA, NA, NA,14
3/10/2014,2014,3,10, NA, NA,216, NA, NA,694, NA,182, NA, NA, NA,692,2, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,4, NA,24, NA, NA, NA
3/11/2014,2014,3,11, NA, NA,42,48, NA,934, NA,388, NA, NA,22,1166,2, NA, NA,4, NA, NA,6, NA, NA, NA, NA, NA, NA,14, NA,30, NA, NA, NA, NA, NA, NA,4, NA,28, NA, NA, NA
3/12/2014,2014,3,12, NA, NA,34,42, NA,1810, NA,1245, NA, NA,108,3626,4, NA, NA,30, NA, NA,110, NA, NA, NA, NA, NA, NA,170,6,36,16, NA, NA,22, NA, NA,10, NA,8,4, NA,12
3/13/2014,2014,3,13, NA, NA,150,68, NA,1360, NA,202, NA, NA,40,1146,4, NA, NA,12, NA, NA,32, NA, NA, NA, NA, NA, NA,60,2,40,4, NA, NA, NA, NA, NA, NA, NA,28, NA, NA, NA
3/17/2014,2014,3,17, NA, NA,24,80, NA,1548, NA,250, NA, NA,38,1602, NA, NA, NA,4, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA,174,6, NA, NA, NA, NA, NA, NA, NA,24, NA, NA, NA
3/18/2014,2014,3,18, NA, NA,36,28, NA,698, NA,114, NA, NA,28,686, NA, NA, NA,8, NA, NA,4, NA, NA, NA, NA, NA, NA,24, NA,108,10, NA, NA,2, NA, NA,4, NA,14, NA, NA,18
3/19/2014,2014,3,19, NA, NA,92,24, NA,1300, NA,290, NA, NA,22,924, NA, NA, NA,4, NA, NA,32, NA, NA, NA, NA, NA, NA,28, NA,36,2, NA, NA, NA, NA, NA, NA, NA,8, NA, NA, NA
3/20/2014,2014,3,20, NA, NA,72,24, NA,1680, NA,566, NA, NA,74,588, NA, NA, NA, NA, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA,20,8, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA
3/21/2014,2014,3,21, NA, NA,24,98, NA,1450, NA,482, NA, NA,26,1134, NA, NA, NA,4, NA, NA,8, NA, NA, NA, NA, NA, NA,60, NA, NA, NA, NA, NA, NA, NA, NA,6, NA,68, NA, NA,10
3/24/2014,2014,3,24, NA, NA, NA, NA, NA,898, NA,720, NA, NA,16,3538, NA, NA, NA,2, NA, NA,8, NA, NA, NA, NA, NA, NA,86, NA,196,12, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA
3/25/2014,2014,3,25, NA, NA,6,8, NA,292, NA,482, NA, NA,12,206, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,16, NA, NA, NA
3/26/2014,2014,3,26, NA, NA,40,14, NA,244, NA,116, NA, NA,26,394, NA, NA, NA,4, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,2, NA,16, NA, NA, NA
3/27/2014,2014,3,27, NA, NA,76,6, NA,620, NA,326, NA, NA,38,1168, NA, NA, NA, NA, NA, NA,8, NA, NA, NA, NA, NA, NA,20,2,110,4, NA, NA, NA, NA, NA,2, NA,4, NA, NA, NA
3/28/2014,2014,3,28, NA, NA,44,8, NA,3008, NA,182, NA, NA,80,698, NA, NA, NA,4, NA, NA,16, NA, NA, NA, NA, NA, NA, NA,2, NA, NA, NA, NA,2, NA, NA, NA, NA,20, NA, NA, NA
3/31/2014,2014,3,31, NA, NA,18,44, NA,496, NA,166, NA, NA,16,1766, NA, NA, NA,8, NA, NA,40, NA, NA, NA, NA, NA, NA,120, NA, NA, NA, NA, NA, NA, NA, NA,2, NA,4, NA, NA, NA
2/3/2014,2014,2,3, NA, NA, NA, NA, NA,826, NA,93, NA, NA, NA,797, NA, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,30, NA,50, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/4/2014,2014,2,4, NA, NA, NA,10, NA,637, NA,44, NA, NA, NA,595,2, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA,34, NA,30,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/5/2014,2014,2,5, NA, NA, NA, NA, NA,1567, NA,48, NA, NA, NA,105, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,50, NA,36, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA
2/6/2014,2014,2,6, NA, NA,24,20, NA,1069, NA,36, NA, NA,4,465, NA, NA, NA,16, NA, NA,40, NA, NA, NA, NA, NA, NA,30, NA,52, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,2
2/7/2014,2014,2,7, NA, NA,60,20, NA,860, NA,76, NA, NA, NA,807, NA, NA, NA,16, NA, NA,16, NA, NA, NA, NA, NA, NA,48, NA,54, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/10/2014,2014,2,10, NA, NA, NA,32, NA,1071, NA,93, NA, NA,8,1067, NA, NA, NA, NA, NA, NA,38, NA, NA, NA, NA, NA, NA,52,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/11/2014,2014,2,11, NA, NA, NA, NA, NA,164, NA,30, NA, NA,2,64, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,12, NA,20, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/12/2014,2014,2,12, NA, NA, NA, NA, NA,117, NA,6, NA, NA, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/13/2014,2014,2,13, NA, NA,8,10, NA,210, NA,120, NA, NA, NA,259,2, NA, NA, NA, NA, NA,26, NA, NA, NA, NA, NA, NA,30, NA,243,2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,2
2/14/2014,2014,2,14, NA, NA,24,10, NA,198, NA,64, NA, NA, NA,451,2, NA, NA,4, NA, NA,46, NA, NA, NA, NA, NA, NA,36, NA, NA, NA, NA, NA, NA, NA, NA,2, NA, NA, NA, NA, NA
2/17/2014,2014,2,17, NA, NA, NA,16, NA,411, NA,198, NA, NA, NA,862, NA, NA, NA,12, NA, NA,4, NA, NA, NA, NA, NA, NA,44,8, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA
2/18/2014,2014,2,18, NA, NA,24,40, NA,801, NA,261, NA, NA,30,1460,16, NA, NA,20, NA, NA,90, NA, NA, NA, NA, NA, NA,109,10, NA,16, NA,8, NA, NA, NA, NA,2,4,2, NA,2
2/19/2014,2014,2,19, NA, NA,40,62, NA,789, NA,729, NA, NA,34,2344,16, NA, NA,12, NA, NA,74, NA, NA, NA, NA, NA, NA,78,24, NA,20, NA,2,10, NA, NA,10,4, NA,2, NA,12
2/20/2014,2014,2,20, NA, NA,8,129, NA,872, NA,787, NA, NA,64,2594,24, NA, NA,40, NA, NA,174, NA, NA, NA, NA, NA, NA,228,10, NA,28, NA,8, NA, NA, NA,6,6,4, NA, NA,2
2/21/2014,2014,2,21, NA, NA, NA,113, NA,550, NA,382, NA, NA,22,2496,10, NA, NA,18, NA, NA,46, NA, NA, NA, NA, NA, NA,60, NA, NA,8, NA,8,4, NA, NA,2,6, NA, NA, NA, NA
2/24/2014,2014,2,24, NA, NA, NA,20, NA,664, NA,218, NA, NA,6,2634,4, NA, NA,8, NA, NA,28, NA, NA, NA, NA, NA, NA,97,16, NA, NA, NA, NA,18, NA, NA,8, NA, NA, NA, NA,2
2/25/2014,2014,2,25, NA, NA, NA,52, NA,850, NA,281, NA, NA,46,2442,4, NA, NA,8, NA, NA,34, NA, NA, NA, NA, NA, NA,76,10,50,2, NA, NA,8, NA, NA,4,2, NA, NA, NA,2
2/26/2014,2014,2,26, NA, NA, NA,182, NA,2498, NA,411, NA, NA,78,6674,14, NA, NA,68, NA, NA,121, NA, NA, NA, NA, NA, NA,407,6, NA,36, NA, NA, NA, NA, NA,10,6,2,2, NA,2
2/27/2014,2014,2,27, NA, NA,20,12, NA,1231, NA,85, NA, NA, NA,1055, NA, NA, NA,4, NA, NA,20, NA, NA, NA, NA, NA, NA,80,4,64, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA,8
2/28/2014,2014,2,28, NA, NA,8,14, NA,603, NA,56, NA, NA, NA,803,4, NA, NA,10, NA, NA,24, NA, NA, NA, NA, NA, NA,44, NA,36,6, NA,6, NA, NA, NA,2, NA, NA, NA, NA,2
1/2/2014,2014,1,2, NA, NA,60,18, NA,526, NA,240, NA, NA,20,1360,4, NA, NA,4, NA, NA,10, NA, NA, NA, NA, NA, NA,132, NA,8, NA, NA,2, NA, NA, NA, NA, NA,12, NA, NA,6
1/3/2014,2014,1,3, NA, NA,46,22, NA,318, NA,166, NA, NA,46,1192,4, NA, NA,24, NA, NA,18, NA, NA, NA, NA, NA, NA,194, NA,440,6, NA,2, NA, NA, NA,2,4,20, NA, NA,4
1/6/2014,2014,1,6, NA, NA,88,20, NA,294, NA,164, NA, NA,22,1002,6, NA, NA,4, NA, NA,18, NA, NA, NA, NA, NA, NA,42,4,248, NA, NA,2, NA, NA, NA,4,4,16, NA, NA,6
1/7/2014,2014,1,7, NA, NA,20,8, NA,757, NA,80, NA, NA,12,464,2, NA, NA, NA, NA, NA,10, NA, NA, NA, NA, NA, NA,36, NA,328,6, NA,4, NA, NA, NA, NA,2,6, NA, NA, NA
1/8/2014,2014,1,8, NA, NA,16,24, NA,178, NA,102, NA, NA,196,234,8, NA, NA,2, NA, NA,2, NA, NA, NA, NA, NA, NA,101, NA,133,4, NA,2, NA, NA, NA, NA, NA, NA,2, NA,2
1/9/2014,2014,1,9, NA, NA,24,12, NA,188, NA,126, NA, NA,6,414, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,102,4,116, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
1/10/2014,2014,1,10, NA, NA,4,10, NA,426, NA,202, NA, NA,16,530,2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,104,4,114, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
1/13/2014,2014,1,13, NA, NA,48,18, NA,1026, NA,210, NA, NA,40,6464,8, NA, NA,12, NA, NA,22, NA, NA, NA, NA, NA, NA,332, NA,138, NA, NA,6, NA, NA, NA, NA,2, NA, NA, NA,2
1/14/2014,2014,1,14, NA, NA,94,162, NA,1956, NA,644, NA, NA,92,6478,6, NA, NA,48, NA, NA,58, NA, NA, NA, NA, NA, NA,218,2,668,60, NA,4, NA, NA, NA, NA,2, NA,4, NA,2
1/15/2014,2014,1,15, NA, NA,30,46, NA,918, NA,340, NA, NA,58,2674,16, NA, NA,14, NA, NA,22, NA, NA, NA, NA, NA, NA,255,2,210, NA, NA,6, NA, NA, NA, NA,4,12, NA, NA,2
1/16/2014,2014,1,16, NA, NA, NA,40, NA,1086, NA,748, NA, NA,38,1720,4, NA, NA,18, NA, NA,16, NA, NA, NA, NA, NA, NA,130, NA,102, NA, NA,2, NA, NA, NA, NA, NA,6, NA, NA, NA
1/17/2014,2014,1,17, NA, NA,262,28, NA,1564, NA,510, NA, NA,116,2932,8, NA, NA,6, NA, NA,36, NA, NA, NA, NA, NA, NA,86,2,250,12, NA,4, NA, NA, NA,2, NA,8, NA, NA, NA
1/21/2014,2014,1,21, NA, NA,18,14, NA,772, NA,382, NA, NA,48,1628,6, NA, NA,20, NA, NA,22, NA, NA, NA, NA, NA, NA,36, NA, NA,4, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA
1/22/2014,2014,1,22, NA, NA,142,56, NA,2672, NA,608, NA, NA,80,1802,6, NA, NA,16, NA, NA,24, NA, NA, NA, NA, NA, NA,324,2,178,4, NA,4, NA, NA, NA, NA, NA,14, NA, NA,12
1/23/2014,2014,1,23, NA, NA,42,54, NA,796, NA,412, NA, NA,72,1592,12, NA, NA,18, NA, NA,48, NA, NA, NA, NA, NA, NA,334,4,154, NA, NA,2, NA, NA, NA,4,2, NA,2, NA, NA
1/27/2014,2014,1,27, NA, NA,176,16, NA,1878, NA,668, NA, NA,78,1786,4, NA, NA,6, NA, NA,30, NA, NA, NA, NA, NA, NA,194, NA,382,8, NA, NA, NA, NA, NA, NA, NA, NA,2, NA,8
1/29/2014,2014,1,29, NA, NA, NA,4, NA,56, NA,24, NA, NA,6,100, NA, NA, NA, NA, NA, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,2, NA, NA, NA, NA, NA, NA, NA,2
1/30/2014,2014,1,30, NA, NA,86,6, NA,760, NA,182, NA, NA,30,692, NA, NA, NA,4, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA,78,8, NA,2, NA, NA, NA, NA, NA,14, NA, NA,2
1/31/2014,2014,1,31, NA, NA, NA,8, NA,334, NA,88, NA, NA,34,1118, NA, NA, NA, NA, NA, NA,12, NA, NA, NA, NA, NA, NA,46,4,222,4, NA, NA, NA, NA, NA, NA, NA,4, NA, NA,2
12/1/2015,2015,12,1, NA, NA, NA,20, NA,4957, NA,600, NA, NA,10,1360,2, NA, NA,12, NA, NA, NA, NA, NA, NA, NA, NA, NA,30, NA,81,4, NA, NA,4, NA, NA,2, NA, NA, NA, NA,2
12/2/2015,2015,12,2, NA, NA, NA,6, NA,6129, NA,771, NA, NA,2,567,6, NA, NA,12, NA, NA, NA, NA, NA, NA, NA, NA, NA,16, NA,90, NA, NA,2, NA, NA, NA,6, NA, NA, NA, NA, NA
12/3/2015,2015,12,3, NA, NA,32,50, NA,1514, NA,469, NA, NA,4,2478,24, NA, NA,18, NA, NA,12, NA, NA, NA, NA, NA, NA,137, NA,105,4, NA,2, NA, NA, NA,8, NA,6, NA, NA, NA
12/4/2015,2015,12,4, NA, NA, NA,6, NA,787, NA,309, NA, NA,6,2097,18, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA,117,8,30,22, NA, NA, NA, NA, NA,8,2, NA, NA, NA,2
12/7/2015,2015,12,7, NA, NA,40,38, NA,856, NA,591, NA, NA,10,3007,10, NA, NA,20, NA, NA,6, NA, NA, NA, NA, NA, NA,151,14,72, NA, NA, NA, NA, NA, NA,14,2,2, NA, NA,12
12/8/2015,2015,12,8, NA, NA,16,18, NA,518, NA,388, NA, NA,2,1393,8, NA, NA,10, NA, NA,2, NA, NA, NA, NA, NA, NA,87, NA,24,2, NA,6, NA, NA, NA,8,2, NA, NA, NA,4
12/9/2015,2015,12,9, NA, NA, NA,14, NA,1134, NA,461, NA, NA, NA,2673,8, NA, NA,4, NA, NA,6, NA, NA, NA, NA, NA, NA,133,6,170,16, NA,2,2, NA, NA,8,2,2, NA, NA,14
12/11/2015,2015,12,11, NA, NA,97,99, NA,2739, NA,303, NA, NA,16,2405,40, NA, NA,32, NA, NA,2, NA, NA, NA, NA, NA, NA,269,4,20,22, NA, NA,6, NA, NA,22,6,4, NA, NA,14
12/14/2015,2015,12,14, NA, NA,56,10, NA,4823, NA,253, NA, NA, NA,411,6, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA,30,8, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
12/15/2015,2015,12,15, NA, NA, NA,20, NA,2268, NA,186, NA, NA, NA,1134,4, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,22, NA,56,2, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA
12/16/2015,2015,12,16, NA, NA, NA,14, NA,2219, NA,267, NA, NA,2,745,6, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,85,10,32, NA, NA, NA, NA, NA, NA, NA,2, NA, NA, NA, NA
12/17/2015,2015,12,17, NA, NA,56,20, NA,1820, NA,333, NA, NA,10,1266,6, NA, NA,8, NA, NA,14, NA, NA, NA, NA, NA, NA,107,4,56, NA, NA,2, NA, NA, NA,4,2, NA, NA, NA, NA
12/18/2015,2015,12,18, NA, NA, NA,48, NA,285, NA,328, NA, NA,6,1227,12, NA, NA,4, NA, NA,16, NA, NA, NA, NA, NA, NA,121,6,139,4, NA,8,4, NA, NA,2,8, NA, NA, NA,2
12/21/2015,2015,12,21, NA, NA,40,12, NA,686, NA,176, NA, NA,2,230,26, NA, NA,4, NA, NA,2, NA, NA, NA, NA, NA, NA,44,6,48, NA, NA, NA, NA, NA, NA,16, NA, NA, NA, NA, NA
12/22/2015,2015,12,22, NA, NA,8,64, NA,1800, NA,255, NA, NA,48,481,8, NA, NA,14, NA, NA,2, NA, NA, NA, NA, NA, NA,121,24,113,14, NA,6,6, NA, NA,8, NA, NA, NA, NA,22
12/23/2015,2015,12,23, NA, NA,8,56, NA,2189, NA,159, NA, NA,46,613,20, NA, NA,4, NA, NA,2, NA, NA, NA, NA, NA, NA,97,20,60,8, NA,2,8, NA, NA,6,2, NA,2, NA,24
12/28/2015,2015,12,28, NA, NA,8, NA, NA,3316, NA,133, NA, NA,14,546,10, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA, NA,107, NA,97,4, NA,6, NA, NA, NA,10,6, NA, NA, NA,8
12/29/2015,2015,12,29, NA, NA,22,4, NA,2188, NA,92, NA, NA,56,1682,4, NA, NA,6, NA, NA,2, NA, NA, NA, NA, NA, NA,102, NA,110, NA, NA,2, NA, NA, NA, NA,6, NA, NA, NA, NA
12/30/2015,2015,12,30, NA, NA, NA,6, NA,3818, NA,334, NA, NA,18,904,8, NA, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA,112, NA,88,2, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA
11/2/2015,2015,11,2, NA, NA, NA,2, NA,6954, NA,888, NA, NA,54,4434, NA, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA,10, NA,100, NA, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA
11/3/2015,2015,11,3, NA, NA, NA,12, NA,4312, NA,690, NA, NA,138,6808,30, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA, NA,77,30, NA,34, NA, NA, NA, NA, NA, NA, NA, NA,2, NA, NA
11/4/2015,2015,11,4, NA, NA, NA, NA, NA,3312, NA,672, NA, NA,196,3496,32, NA, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA,48,24,88,34, NA,2,2, NA, NA, NA, NA,14, NA, NA,2
11/5/2015,2015,11,5, NA, NA, NA,64, NA,3720, NA,752, NA, NA,202,8224,88, NA, NA,56, NA, NA, NA, NA, NA, NA, NA, NA, NA,120,24,104,144, NA, NA,16, NA, NA, NA, NA,2, NA, NA, NA
11/6/2015,2015,11,6, NA, NA, NA,88, NA,4048, NA,1116, NA, NA,216,7136,136, NA, NA,66, NA, NA,8, NA, NA, NA, NA, NA, NA,204,16,160,44, NA, NA,24, NA, NA, NA, NA,28,2, NA, NA
11/9/2015,2015,11,9, NA, NA,4,40, NA,4144, NA,1336, NA, NA,240,6884,64, NA, NA,24, NA, NA,24, NA, NA, NA, NA, NA, NA,96,40,1208,56, NA, NA, NA, NA, NA, NA, NA,16, NA, NA, NA
11/10/2015,2015,11,10, NA, NA,4,16, NA,6560, NA,1600, NA, NA,124,5264,40, NA, NA,8, NA, NA,36, NA, NA, NA, NA, NA, NA,100,4,512,56, NA,2, NA, NA, NA, NA,2,10, NA, NA, NA
11/12/2015,2015,11,12, NA, NA,12,246, NA,4810, NA,1630, NA, NA,257,7023,64, NA, NA,8, NA, NA,32, NA, NA, NA, NA, NA, NA,340,22,394,36, NA, NA, NA, NA, NA, NA, NA,42, NA, NA,12
11/13/2015,2015,11,13, NA, NA, NA,108, NA,2942, NA,664, NA, NA,176,3862,56, NA, NA, NA, NA, NA,12, NA, NA, NA, NA, NA, NA,320,8,200,16, NA, NA, NA, NA, NA,12, NA,10, NA, NA,4
11/16/2015,2015,11,16, NA, NA,10, NA, NA,2684, NA,664, NA, NA,140,4036,14, NA, NA, NA, NA, NA,14, NA, NA, NA, NA, NA, NA,160,12,976,18, NA,6, NA, NA, NA, NA, NA,16, NA, NA,32
11/17/2015,2015,11,17, NA, NA,18,72, NA,1614, NA,360, NA, NA,96,4068,48, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,408,4,702,66, NA, NA, NA, NA, NA, NA,6,20,2, NA,60
11/18/2015,2015,11,18, NA, NA,100,48, NA,10636, NA,672, NA, NA,168,3010, NA, NA, NA, NA, NA, NA,12, NA, NA, NA, NA, NA, NA,264,14,216,4, NA,12, NA, NA, NA, NA, NA, NA, NA, NA,2
